rowID,studyID,authors,year,locality,country,continent,longitude,latitude,group,nspecies,trait,trait_synonym,variable_type,number_of_categories,trait_level1,trait_level2,trait_weight,trait_type,functional_significance,trait_source,spatial_extent,temporal_scale,temporal_scale_category,ITV,detection,trait_completeness,trait_imputation,trait_space_estimation,functional_metric,main_metric_group,metric_subgroup,topic_covered,comments
5804,MontanioCentellas2023,"Montaño-Centellas, F; Baiser, B; McGrew, A; Trotta, L; Li, DJ",2023,NA,NA,All,NA,NA,Falconiformes,552,bill depth,bill depth,continuous,1,morphology,bill,NA,NA,NA,database,global,NA,unknown,NA,NA,NA,NA,none,functional dispersion,functional diversity,alpha diversity,biogeography,
5805,MontanioCentellas2023,"Montaño-Centellas, F; Baiser, B; McGrew, A; Trotta, L; Li, DJ",2023,NA,NA,All,NA,NA,Falconiformes,552,tarsus length,tarsus length,continuous,1,morphology,tarsus,NA,NA,NA,database,global,NA,unknown,NA,NA,NA,NA,none,functional dispersion,functional diversity,alpha diversity,biogeography,
5806,MontanioCentellas2023,"Montaño-Centellas, F; Baiser, B; McGrew, A; Trotta, L; Li, DJ",2023,NA,NA,All,NA,NA,Falconiformes,552,wing length,wing length,continuous,1,morphology,wing,NA,NA,NA,database,global,NA,unknown,NA,NA,NA,NA,none,functional dispersion,functional diversity,alpha diversity,biogeography,
5807,MontanioCentellas2023,"Montaño-Centellas, F; Baiser, B; McGrew, A; Trotta, L; Li, DJ",2023,NA,NA,All,NA,NA,Falconiformes,552,Kipp's distance,Kipp's index,continuous,1,morphology,wing,NA,NA,NA,database,global,NA,unknown,NA,NA,NA,NA,none,functional dispersion,functional diversity,alpha diversity,biogeography,
5808,MontanioCentellas2023,"Montaño-Centellas, F; Baiser, B; McGrew, A; Trotta, L; Li, DJ",2023,NA,NA,All,NA,NA,Falconiformes,552,tail length,tail length,continuous,1,morphology,tail,NA,NA,NA,database,global,NA,unknown,NA,NA,NA,NA,none,functional dispersion,functional diversity,alpha diversity,biogeography,
5809,MontanioCentellas2023,"Montaño-Centellas, F; Baiser, B; McGrew, A; Trotta, L; Li, DJ",2023,NA,NA,All,NA,NA,Falconiformes,552,body mass,body mass,continuous,1,morphology,body,NA,NA,NA,database,global,NA,unknown,NA,NA,NA,NA,none,functional dispersion,functional diversity,alpha diversity,biogeography,
5810,MontanioCentellas2023,"Montaño-Centellas, F; Baiser, B; McGrew, A; Trotta, L; Li, DJ",2023,NA,NA,All,NA,NA,Falconiformes,552,lifestyle,foraging substrate,nominal,5,trophic,foraging,NA,NA,NA,database,global,NA,unknown,NA,NA,NA,NA,none,functional dispersion,functional diversity,alpha diversity,biogeography,
5811,MontanioCentellas2023,"Montaño-Centellas, F; Baiser, B; McGrew, A; Trotta, L; Li, DJ",2023,NA,NA,All,NA,NA,Falconiformes,552,habitat preference,habitat type,ordinal,3,habitat,habitat_type,NA,NA,NA,database,global,NA,unknown,NA,NA,NA,NA,none,functional dispersion,functional diversity,alpha diversity,biogeography,
5812,MontanioCentellas2023,"Montaño-Centellas, F; Baiser, B; McGrew, A; Trotta, L; Li, DJ",2023,NA,NA,All,NA,NA,Falconiformes,552,migratory status,migratory status,ordinal,3,dispersal,migration,NA,NA,NA,database,global,NA,unknown,NA,NA,NA,NA,none,functional dispersion,functional diversity,alpha diversity,biogeography,
5813,MontanioCentellas2023,"Montaño-Centellas, F; Baiser, B; McGrew, A; Trotta, L; Li, DJ",2023,NA,NA,All,NA,NA,Falconiformes,552,diet,diet,fuzzy,7,trophic,diet,NA,NA,NA,database,global,NA,unknown,NA,NA,NA,NA,none,functional dispersion,functional diversity,alpha diversity,biogeography,
5814,MontanioCentellas2023,"Montaño-Centellas, F; Baiser, B; McGrew, A; Trotta, L; Li, DJ",2023,NA,NA,South America,NA,NA,Falconiformes,552,foraging stratum,foraging stratum,fuzzy,7,trophic,foraging,NA,NA,NA,database,global,NA,unknown,NA,NA,NA,NA,none,functional dispersion,functional diversity,alpha diversity,biogeography,
5815,MontanioCentellas2023,"Montaño-Centellas, F; Baiser, B; McGrew, A; Trotta, L; Li, DJ",2023,NA,NA,South America,NA,NA,Falconiformes,552,range size,geographic range,continuous,1,NA,NA,NA,NA,NA,database,global,NA,unknown,NA,NA,NA,NA,none,functional dispersion,functional diversity,alpha diversity,biogeography,
5816,MontanioCentellas2021a,"Montano-Centellas, F; Loiselle, BA; McCain, C",2021,NA,NA,South America,NA,NA,breeding birds,3522,diet,diet,fuzzy,7,trophic,diet,NA,NA,NA,database,global,NA,unknown,NA,NA,NA,NA,none,functional beta diversity,functional diversity,beta diversity,community assembly,
5817,MontanioCentellas2021a,"Montano-Centellas, F; Loiselle, BA; McCain, C",2021,NA,NA,South America,NA,NA,breeding birds,3522,foraging stratum,foraging stratum,fuzzy,7,trophic,foraging,NA,NA,NA,database,global,NA,unknown,NA,NA,NA,NA,none,functional beta diversity,functional diversity,beta diversity,community assembly,
5818,MontanioCentellas2021a,"Montano-Centellas, F; Loiselle, BA; McCain, C",2021,NA,NA,South America,NA,NA,breeding birds,3522,body mass,body mass,continuous,1,morphology,body,NA,NA,NA,database,global,NA,unknown,NA,NA,NA,NA,none,functional beta diversity,functional diversity,beta diversity,community assembly,
5819,MontanioCentellas2021a,"Montano-Centellas, F; Loiselle, BA; McCain, C",2021,NA,NA,South America,NA,NA,breeding birds,3522,diet,diet,fuzzy,7,trophic,diet,NA,NA,NA,database,global,NA,unknown,NA,NA,NA,NA,none,functional beta diversity,functional diversity,beta diversity,community assembly,
5820,MontanioCentellas2021a,"Montano-Centellas, F; Loiselle, BA; McCain, C",2021,NA,NA,South America,NA,NA,breeding birds,3522,foraging stratum,foraging stratum,fuzzy,7,trophic,foraging,NA,NA,NA,database,global,NA,unknown,NA,NA,NA,NA,none,functional beta diversity,functional diversity,beta diversity,community assembly,
5821,MontanioCentellas2021a,"Montano-Centellas, F; Loiselle, BA; McCain, C",2021,NA,NA,South America,NA,NA,breeding birds,3522,body mass,body mass,continuous,1,morphology,body,NA,NA,NA,database,global,NA,unknown,NA,NA,NA,NA,none,functional beta diversity,functional diversity,beta diversity,community assembly,
5822,MontanioCentellas2021a,"Montano-Centellas, F; Loiselle, BA; McCain, C",2021,NA,NA,South America,NA,NA,breeding birds,3522,diet,diet,fuzzy,7,trophic,diet,NA,NA,NA,database,global,NA,unknown,NA,NA,NA,NA,none,functional turnover,functional turnover,beta diversity,community assembly,
5823,MontanioCentellas2021a,"Montano-Centellas, F; Loiselle, BA; McCain, C",2021,NA,NA,South America,NA,NA,breeding birds,3522,foraging stratum,foraging stratum,fuzzy,7,trophic,foraging,NA,NA,NA,database,global,NA,unknown,NA,NA,NA,NA,none,functional turnover,functional turnover,beta diversity,community assembly,
5824,MontanioCentellas2021a,"Montano-Centellas, F; Loiselle, BA; McCain, C",2021,NA,NA,South America,NA,NA,breeding birds,3522,body mass,body mass,continuous,1,morphology,body,NA,NA,NA,database,global,NA,unknown,NA,NA,NA,NA,none,functional turnover,functional turnover,beta diversity,community assembly,
5825,MontanioCentellas2021a,"Montano-Centellas, F; Loiselle, BA; McCain, C",2021,NA,NA,South America,NA,NA,breeding birds,3522,diet,diet,fuzzy,7,trophic,diet,NA,NA,NA,database,global,NA,unknown,NA,NA,NA,NA,none,functional nestedness,functional nestedness,beta diversity,community assembly,
5826,MontanioCentellas2021a,"Montano-Centellas, F; Loiselle, BA; McCain, C",2021,NA,NA,South America,NA,NA,breeding birds,3522,foraging stratum,foraging stratum,fuzzy,7,trophic,foraging,NA,NA,NA,database,global,NA,unknown,NA,NA,NA,NA,none,functional nestedness,functional nestedness,beta diversity,community assembly,
5827,MontanioCentellas2021a,"Montano-Centellas, F; Loiselle, BA; McCain, C",2021,NA,NA,South America,NA,NA,breeding birds,3522,body mass,body mass,continuous,1,morphology,body,NA,NA,NA,database,global,NA,unknown,NA,NA,NA,NA,none,functional nestedness,functional nestedness,beta diversity,community assembly,
5828,MontanioCentellas2021b,"Montaño-Centellas, FA; Loiselle, BA; Tingley, MW",2021,Cotapata National Park,Bolivia,South America,-67.88,-16.21,all birds,306,bill length,bill length,continuous,1,morphology,bill,NA,NA,NA,"field measurements, museum measurements",local,5 seasons,2-10 seasons,No,Yes,NA,NA,none,mean pairwise trait dissimilarity,functional diversity,alpha diversity,community assembly,
5829,MontanioCentellas2021b,"Montaño-Centellas, FA; Loiselle, BA; Tingley, MW",2021,Cotapata National Park,Bolivia,South America,-67.88,-16.21,all birds,306,bill width,bill width,continuous,1,morphology,bill,NA,NA,NA,"field measurements, museum measurements",local,5 seasons,2-10 seasons,No,Yes,NA,NA,none,mean pairwise trait dissimilarity,functional diversity,alpha diversity,community assembly,
5830,MontanioCentellas2021b,"Montaño-Centellas, FA; Loiselle, BA; Tingley, MW",2021,Cotapata National Park,Bolivia,South America,-67.88,-16.21,all birds,306,bill depth,bill depth,continuous,1,morphology,bill,NA,NA,NA,"field measurements, museum measurements",local,5 seasons,2-10 seasons,No,Yes,NA,NA,none,mean pairwise trait dissimilarity,functional diversity,alpha diversity,community assembly,
5831,MontanioCentellas2021b,"Montaño-Centellas, FA; Loiselle, BA; Tingley, MW",2021,Cotapata National Park,Bolivia,South America,-67.88,-16.21,all birds,306,Kipp's distance,Kipp's index,continuous,1,morphology,wing,NA,NA,NA,"field measurements, museum measurements",local,5 seasons,2-10 seasons,No,Yes,NA,NA,none,mean pairwise trait dissimilarity,functional diversity,alpha diversity,community assembly,
5832,MontanioCentellas2021b,"Montaño-Centellas, FA; Loiselle, BA; Tingley, MW",2021,Cotapata National Park,Bolivia,South America,-67.88,-16.21,all birds,306,wing length,wing length,continuous,1,morphology,wing,NA,NA,NA,"field measurements, museum measurements",local,5 seasons,2-10 seasons,No,Yes,NA,NA,none,mean pairwise trait dissimilarity,functional diversity,alpha diversity,community assembly,
5833,MontanioCentellas2021b,"Montaño-Centellas, FA; Loiselle, BA; Tingley, MW",2021,Cotapata National Park,Bolivia,South America,-67.88,-16.21,all birds,306,tail length,tail length,continuous,1,morphology,tail,NA,NA,NA,"field measurements, museum measurements",local,5 seasons,2-10 seasons,No,Yes,NA,NA,none,mean pairwise trait dissimilarity,functional diversity,alpha diversity,community assembly,
5834,MontanioCentellas2021b,"Montaño-Centellas, FA; Loiselle, BA; Tingley, MW",2021,Cotapata National Park,Bolivia,South America,-67.88,-16.21,all birds,306,body mass,body mass,continuous,1,morphology,body,NA,NA,NA,"field measurements, museum measurements",local,5 seasons,2-10 seasons,No,Yes,NA,NA,none,mean pairwise trait dissimilarity,functional diversity,alpha diversity,community assembly,
5835,MontanioCentellas2021b,"Montaño-Centellas, FA; Loiselle, BA; Tingley, MW",2021,Cotapata National Park,Bolivia,South America,-67.88,-16.21,all birds,306,dietary guild,trophic guild,fuzzy,4,trophic,diet,NA,NA,NA,"database, field observations",local,5 seasons,2-10 seasons,No,Yes,NA,NA,none,mean pairwise trait dissimilarity,functional diversity,alpha diversity,community assembly,
5836,MontanioCentellas2021b,"Montaño-Centellas, FA; Loiselle, BA; Tingley, MW",2021,Cotapata National Park,Bolivia,South America,-67.88,-16.21,all birds,306,main foraging stratum,foraging stratum,nominal,3,trophic,foraging,NA,NA,NA,"field observations, literature",local,5 seasons,2-10 seasons,No,Yes,NA,NA,none,mean pairwise trait dissimilarity,functional diversity,alpha diversity,community assembly,
5837,MontanioCentellas2021b,"Montaño-Centellas, FA; Loiselle, BA; Tingley, MW",2021,Cotapata National Park,Bolivia,South America,-67.88,-16.21,all birds,306,bill length,bill length,continuous,1,morphology,bill,NA,NA,NA,"field measurements, museum measurements",local,5 seasons,2-10 seasons,No,Yes,NA,NA,none,mean functional uniqueness,functional rarity,alpha diversity,community assembly,
5838,MontanioCentellas2021b,"Montaño-Centellas, FA; Loiselle, BA; Tingley, MW",2021,Cotapata National Park,Bolivia,South America,-67.88,-16.21,all birds,306,bill width,bill width,continuous,1,morphology,bill,NA,NA,NA,"field measurements, museum measurements",local,5 seasons,2-10 seasons,No,Yes,NA,NA,none,mean functional uniqueness,functional rarity,alpha diversity,community assembly,
5839,MontanioCentellas2021b,"Montaño-Centellas, FA; Loiselle, BA; Tingley, MW",2021,Cotapata National Park,Bolivia,South America,-67.88,-16.21,all birds,306,bill depth,bill depth,continuous,1,morphology,bill,NA,NA,NA,"field measurements, museum measurements",local,5 seasons,2-10 seasons,No,Yes,NA,NA,none,mean functional uniqueness,functional rarity,alpha diversity,community assembly,
5840,MontanioCentellas2021b,"Montaño-Centellas, FA; Loiselle, BA; Tingley, MW",2021,Cotapata National Park,Bolivia,South America,-67.88,-16.21,all birds,306,Kipp's distance,Kipp's index,continuous,1,morphology,wing,NA,NA,NA,"field measurements, museum measurements",local,5 seasons,2-10 seasons,No,Yes,NA,NA,none,mean functional uniqueness,functional rarity,alpha diversity,community assembly,
5841,MontanioCentellas2021b,"Montaño-Centellas, FA; Loiselle, BA; Tingley, MW",2021,Cotapata National Park,Bolivia,South America,-67.88,-16.21,all birds,306,wing length,wing length,continuous,1,morphology,wing,NA,NA,NA,"field measurements, museum measurements",local,5 seasons,2-10 seasons,No,Yes,NA,NA,none,mean functional uniqueness,functional rarity,alpha diversity,community assembly,
5842,MontanioCentellas2021b,"Montaño-Centellas, FA; Loiselle, BA; Tingley, MW",2021,Cotapata National Park,Bolivia,South America,-67.88,-16.21,all birds,306,tail length,tail length,continuous,1,morphology,tail,NA,NA,NA,"field measurements, museum measurements",local,5 seasons,2-10 seasons,No,Yes,NA,NA,none,mean functional uniqueness,functional rarity,alpha diversity,community assembly,
5843,MontanioCentellas2021b,"Montaño-Centellas, FA; Loiselle, BA; Tingley, MW",2021,Cotapata National Park,Bolivia,South America,-67.88,-16.21,all birds,306,body mass,body mass,continuous,1,morphology,body,NA,NA,NA,"field measurements, museum measurements",local,5 seasons,2-10 seasons,No,Yes,NA,NA,none,mean functional uniqueness,functional rarity,alpha diversity,community assembly,
5844,MontanioCentellas2021b,"Montaño-Centellas, FA; Loiselle, BA; Tingley, MW",2021,Cotapata National Park,Bolivia,South America,-67.88,-16.21,all birds,306,dietary guild,trophic guild,fuzzy,4,trophic,diet,NA,NA,NA,"database, field observations",local,5 seasons,2-10 seasons,No,Yes,NA,NA,none,mean functional uniqueness,functional rarity,alpha diversity,community assembly,
5845,MontanioCentellas2021b,"Montaño-Centellas, FA; Loiselle, BA; Tingley, MW",2021,Cotapata National Park,Bolivia,South America,-67.88,-16.21,all birds,306,main foraging stratum,foraging stratum,nominal,3,trophic,foraging,NA,NA,NA,"field observations, literature",local,5 seasons,2-10 seasons,No,Yes,NA,NA,none,mean functional uniqueness,functional rarity,alpha diversity,community assembly,
5846,Morelli2019,Morelli F.; Kwieciski Z.; Indykiewicz P.; Jankowiak A.; Szymaski P.; Šímová P.; Tryjanowski P.,2019,Odolanów,Poland,Europe,17.67,51.57,all birds,143,food type,diet,multichoice,14,trophic,diet,NA,NA,NA,literature,local,2 seasons,2-10 seasons,NA,NA,NA,NA,functional dendrogram,functional diversity,functional diversity,alpha diversity,land-use change,
5847,Morelli2019,Morelli F.; Kwieciski Z.; Indykiewicz P.; Jankowiak A.; Szymaski P.; Šímová P.; Tryjanowski P.,2019,Odolanów,Poland,Europe,17.67,51.57,all birds,143,acquisition behavior,foraging method,multichoice,9,trophic,foraging,NA,NA,NA,literature,local,2 seasons,2-10 seasons,NA,NA,NA,NA,functional dendrogram,functional diversity,functional diversity,alpha diversity,land-use change,
5848,Morelli2019,Morelli F.; Kwieciski Z.; Indykiewicz P.; Jankowiak A.; Szymaski P.; Šímová P.; Tryjanowski P.,2019,Odolanów,Poland,Europe,17.67,51.57,all birds,143,foraging substrate,foraging substrate,multichoice,9,trophic,foraging,NA,NA,NA,literature,local,2 seasons,2-10 seasons,NA,NA,NA,NA,functional dendrogram,functional diversity,functional diversity,alpha diversity,land-use change,
5849,Morelli2019,Morelli F.; Kwieciski Z.; Indykiewicz P.; Jankowiak A.; Szymaski P.; Šímová P.; Tryjanowski P.,2019,Odolanów,Poland,Europe,17.67,51.57,all birds,143,activity period,activity time,multichoice,3,activity,activity_time,NA,NA,NA,literature,local,2 seasons,2-10 seasons,NA,NA,NA,NA,functional dendrogram,functional diversity,functional diversity,alpha diversity,land-use change,
5850,Morelli2018a,"Morelli, F",2018,North East Marche region,Italy,Europe,12.7,43.78,breeding birds,55,body mass,body mass,continuous,1,morphology,body,NA,NA,NA,literature,local,1 season,1 season,NA,NA,NA,NA,convex hull,functional richness,functional diversity,alpha diversity,land-use change,
5851,Morelli2018a,"Morelli, F",2018,North East Marche region,Italy,Europe,12.7,43.78,breeding birds,55,food type,diet,multichoice,13,trophic,diet,NA,NA,NA,literature,local,1 season,1 season,NA,NA,NA,NA,convex hull,functional richness,functional diversity,alpha diversity,land-use change,
5852,Morelli2018a,"Morelli, F",2018,North East Marche region,Italy,Europe,12.7,43.78,breeding birds,55,acquisition behavior,foraging method,multichoice,9,trophic,foraging,NA,NA,NA,literature,local,1 season,1 season,NA,NA,NA,NA,convex hull,functional richness,functional diversity,alpha diversity,land-use change,
5853,Morelli2018a,"Morelli, F",2018,North East Marche region,Italy,Europe,12.7,43.78,breeding birds,55,foraging substrate,foraging substrate,multichoice,9,trophic,foraging,NA,NA,NA,literature,local,1 season,1 season,NA,NA,NA,NA,convex hull,functional richness,functional diversity,alpha diversity,land-use change,
5854,Morelli2018a,"Morelli, F",2018,North East Marche region,Italy,Europe,12.7,43.78,breeding birds,55,activity period,activity time,multichoice,3,activity,activity_time,NA,NA,NA,literature,local,1 season,1 season,NA,NA,NA,NA,convex hull,functional richness,functional diversity,alpha diversity,land-use change,
5855,Morelli2018a,"Morelli, F",2018,North East Marche region,Italy,Europe,12.7,43.78,breeding birds,55,nesting habitat,nesting habitat,multichoice,18,habitat,habitat_type,NA,NA,NA,literature,local,1 season,1 season,NA,NA,NA,NA,convex hull,functional richness,functional diversity,alpha diversity,land-use change,
5856,Morelli2018a,"Morelli, F",2018,North East Marche region,Italy,Europe,12.7,43.78,breeding birds,55,body mass,body mass,continuous,1,morphology,body,NA,NA,NA,literature,local,1 season,1 season,NA,NA,NA,NA,minimum spanning tree,functional evenness,functional diversity,alpha diversity,land-use change,
5857,Morelli2018a,"Morelli, F",2018,North East Marche region,Italy,Europe,12.7,43.78,breeding birds,55,food type,diet,multichoice,13,trophic,diet,NA,NA,NA,literature,local,1 season,1 season,NA,NA,NA,NA,minimum spanning tree,functional evenness,functional diversity,alpha diversity,land-use change,
